score,content
0,喜欢 什么样 女 女
0,我俩 现在 就 贪恋 爱
0,你们 可别 打 完美 主意 哈
0,群里 说 赞 群主 之类 就 行
1,垃圾 起 这么 早
1,服务态度 一点 都 不好 不 跟 玩
0,那 说 清楚 没 乖 别人
0,嗯 嗯 最好 能 她 很 感动 又 体现 出 很 爱 很 爱 她
1,白色 情人节 日期
1,要是 跟 同学 关系 处理 不好 怎么办
1,两个 身份 地下党
0,亲 好 方便
0,可以 喜欢
0,自然 最近 失踪
1,我要 举报 非法 生产
1,真的 困难 得 多少 金牌 啦
0,搜 最新 新闻 吧
1,学吧 我教 骂人
1,夸 呢 搞错 啦
1,可惜 不是 人 无情 也 不会 心痛
0,秋天 真的 一个 恋爱 季节
1,以后 太 无聊 不 跟 说话 讨厌
0,那 美女 快 去 快 去 表情 偷笑
1,那 刚才 说 不 玩 怎么 想 赖皮
0,喜欢 谁
0,呵呵 真是 善良
1,太 争强好胜 很 容易 受伤 我该 怎么办
0,老婆 说 很 有意思
0,一个 美丽 村西
0,维京 约束 顺口溜 狮子
1,唉 心情 很 不好 不 知道 怎样 表达
1,他 个 智障
0,拉萨 哪里 好吃
0,两个 人 就 这么 成天 相互 折磨 着 有意思
1,我 一般 不 调情 直接 做爱 大概 分钟 左右 中间 不 停止
0,美女 都 去 跑 骚
1,去 好 可怕 基地 怕 进图
0,说 红袖 最好
0,还 以为 精灵 开玩笑 呢
0,根本 不会 跟 交流
0,也 爱 你好 爱好 爱
0,美丽 公主 谁
0,唉 还是 聪明
0,得 意思 确定 智商 上 没有 缺陷
0,爱国 产 出版 主持 久违 法国 产 出版 爱 好处
1,可 真够 无聊 跟 一个 机器人 说 这么 多
1,朋友 不 聊天 呢
0,如果 朋友 知道 喜欢 他 会 怎样
0,介绍 个 美女 好 没
0,跟 说 聊天 真累
0,歌词 很 快乐
1,想不开 会 去 死
0,哇哇 好 厉害 哦 知道 蒋 依依
0,叫 老板 好好 教育
0,今天 圣诞节 哦 祝您 圣诞节 快乐
0,希望 大家 今年 能够 找到 属于 自己 人生
0,陪 老公 去 美女
1,朋友 欺骗 觉得
1,那么 花心 作 死
1,噢 噢 不好玩 跟 说话 都 听不懂
1,就 陪 聊天 无聊
1,好 无聊 不 知道 干麻
1,哈哈哈 他会 骂人
1,成语 说 太 疯狂
1,真的 个 垃圾 宝宝
0,小倩 喜欢 帅哥
1,哈哈 老友 真悲 催 哈哈
1,无聊 行 吧 不用 努力
1,以上 就 给 出 脑筋 急转弯 我特 无聊 快
1,夏天 就是 讨厌 蚊子
0,高大 罂粟花 综合症
0,平安 出去 去 约 炮
1,流泪 代表 什么
1,都 说 不 记得 嘛
0,日本 美女 新闻
1,实在 不行 要 大姐 吧
1,不好玩 没 我们 那个 群里 好玩
1,今天 失恋 好 想
0,是否 爱上 洒
1,那 怀疑 喽
1,为什么 难过 时候 总是 想 呢 为什么 相爱 人 总是 不能 如意 呢
0,宝能 城 优惠
0,小 三 喜欢 结巴 姐 还是 生活 姐 还是 雨姐
1,可以 去 死 真是 机器人
0,中医 学校 好吃
1,七个 月 大 英额发 标准 哪些
1,恨 怎么 解释
0,激动 大家 来到 茶 不 做 模块
0,一百年 不 动摇
0,空间 求赞 有赞 必回
1,本来 心情 就 不好 没有 心情 聊天 可是 你们 要 陪 着 就 陪 你们 咯
0,上海 那 裏 好玩
1,那 这点 小事 都 生气 呢 那 就 不是 男人 呢
1,为什么 敷衍 笑 呢
1,为 美得 好 怎么 这么 多 废话
1,不 好看 现在 这个
1,有毒 秘书 不行
1,我草 搞错 没
1,不行 边有 坏人 怎么办
1,外 担心 二零一 三 手机 怎么样
0,主妇 可能 忙 吧 不然 她 肯定 回 信息
0,安安 感觉 好受 欢迎
1,少 都 不好意思 说 出来
0,那个 美女 不秀
1,可以 去 死 啦 不 老实
1,怀疑 朋克 马上 要 回归
0,好 奇怪 靠
1,可惜 群主 不
0,善良 小机 人
1,这里 聊天 麻烦
1,哼 生气 金
1,他 总 难过
0,说 真正 鬼
1,说 都 不好意思 啦
0,卡机 酷爱 去 修
0,翼 诚信 人 最 美丽 外套 心灵 最 圣洁 鲜花
0,昨天 去 马尔代夫 应该 很 羡慕
1,靠 反 他妈的
0,欢迎 睡姿 大 曝光
1,小幛 对 你好 无 语
1,废话 机器人 他 妈 人 感情
0,跟 聊天 就 这么 开心
1,真心 不好玩 不 说
0,你们 这好 看不懂
0,喜欢 吃 咸鸭蛋
0,谁 喜欢 游魂
0,歙县 美女 呢
0,所以 就要 接受 不 完美
1,好烦 压力 好大
1,这 都 害羞
1,这 傻 逼 机器人 一点 不好玩
1,说句 比较 长 伤感
1,好 无聊 本人
0,呵呵 少 装 正经
0,大 妈妈 漂亮
0,迷人 笑脸 吸引 视线
1,不 说 我要 等 着 我家 宝 她 累 一天
1,表情 惊讶 聊天
0,毒药 招妻 要求 男 要够 帅 够 男人味 有意者 请 跟 香水 联系
0,嗯 乐乐 答应 小黑 咪 就 开心
0,说 能力 现在 就要 看看 能力
0,谢谢 哦 苗苗
1,非得 要 急眼
0,这是 正常 话
1,病 听懂 不
1,总有 一些 人 那么 恶心
0,怎么 走 方便
1,她 妈 给 正常 点
0,退群 吧 谢谢
0,献殷勤 妈喊 回家 吃饭
0,每天 保佑 才 开心
1,人家 不好意思 麻
1,俺 也 發愁 呢
0,关键 朋友 全部 那个 号 限制 登录 存在 安全隐患
1,还 不快 叫 姐姐
1,无聊 也 会 死 人 也 会 害人 也 伤人
1,好 无语 知道
0,原谅 把 下次 打招呼
0,关 他 妈 几 好吃
0,嘻嘻 小姨子 挺好玩
0,甜蜜 刷 花花
0,所以 觉得 说话 需要 内心 强大
1,炫眼 小心 点 有人 强暴
1,小艾 傻 什么 都 好笑
1,那 难过 也 难过
0,有些 群 挺好玩 聊天 不 一定 非要 玩 机器人
0,麦迪 家里 很 有钱
0,抱抱 冬雪 心灵
0,跟 说 说 呗 知道 最好
0,老板 很 能干 吧
0,希望 当 离去 来 推 懂吗
0,而 更 高兴
0,意思 要 关注 还要 排队 聊天
0,找 一个 美女 亲
1,都 伤心 还 开心
0,可能 有雨 可能 晴朗
1,鸽子 学 吧 不 对
0,悄悄 说好 点 怕 你们 学到
1,别特么学 说话 行不行 臭 傻 逼
0,喜欢 三 儿 肿 办
1,这个 没意思 不好 听
0,讲 辉煌 事件
0,十大 健康 拉萨
0,怎么 成为 一个 幽默 人
0,说 他 喜欢 我妈
1,机器人 也 会 鄙视 人
1,欺骗 啥 拉
1,可是 过度 自恋 缺德
1,嗯 个 悲哀
0,处女座 幸运 座 谁
0,要 礼貌 一点 哦
0,今天 晚上 北京 卫视 什么 好看
1,干嘛 这么 辛苦 累死 怎么办
0,聪明 小 三 真名
0,依旧 今天 做 新人
0,喜欢 他 他 喜欢 你们 却 没有 一起
0,哈哈 雅静 机器人 搞 上
1,等 那么 久 想 平复 心情 依然 难过
1,郁闷 这种 机器人 第一次 见
1,好 猥亵 哦
0,帅哥 英文翻译 美女 英文翻译
0,草 欢迎 来 小群
0,孟孟是 个 大美女
1,那 辛苦 不
1,都 糊涂 带 地 使 机器 还是 人
0,好好 好 吧 舍不得 大把大把
1,天 低下 就 最好
1,跟 聊天 就 不爽
1,恨 比 爱 容易 放下
1,废话 年 造出来 那根 葱
0,凤姐 说 漂亮 不
0,女孩子 好像 很少 喜欢 詹姆斯
0,那个 玫瑰 种子 种 紫 玫瑰 能 干嘛
0,小虫 清 喜欢
1,曹操 最 著名 诗
1,真心 文字 找茬
1,记得 群里 发过 一个 强制 视频 软件
1,啥 破群 不好玩
1,男人 太小 女人 烦恼
0,找 爱人 共 欢乐 登陆
0,以赞 请 速度 回赞
1,年 年 难看
0,现在 很 清醒
1,现在 好 难受 想 睡觉 谁 也 别吵
0,说 皇上 吉祥
1,都 觉得 病
0,简单 带我去 吃 好吃
0,怎么 突然 又 安静 呢
0,如果 俩 人 同时 喜欢 该 怎么办
0,程序 一种 什么样 说 设定 标准
0,什么 叫 但愿 我超 正常
1,拔云见 日 不好
1,病 心理 有病
1,踢 机器人 抠
1,就 还 哀家
0,根本 没 学到
0,说 好看 电影 名
1,弑神 宝贝 心悸 浪迹天涯 不如 早点 回家
0,文静 怎么 说
1,还来 源代码 女士 还 喜怒哀乐 好看
0,所以 说 每个 人 欣赏 不 一样
1,回 很 生气
0,咱们 俩 谈恋爱 好 不
0,防晒霜 真的 有用吗
0,机器人 怎么 用 那个 好心人 能 告诉
1,可是 想 玩电脑 委屈
1,没用 该 做 已经 做
0,喜欢 郭德纲 什么
0,足球赛 博友 一级 看 得 大动脉
0,把 费 省心
0,客服 问 教育 答 答 悉心 听君 指教
0,重点 哪个 不
0,和平 要 吉璐
0,叫好 小 拧
1,这 机器人 真的 好 讨厌
1,哭哭啼啼 手机 那边 尽善尽美
0,喜欢 上 他 妹妹
1,群里 机械 大神
1,妈 被 凤姐 非礼
0,那 什么 时候 发育 成熟 呢
1,歌词 本兮 送给 一些 无聊 人
1,那 张宾市 喧嚣 交错 号
0,爸妈 只在乎 哥哥 嫂子
1,好烦 哦 为什么 老是 为了 别人 不理
0,郑州市 区 好玩 地方
1,悲剧 关 鸟事
0,好好 说话 多好
1,大哥 到底 看上 哪里 改 还 不行
1,烟客 很 无聊
0,五一 七看 门诊 中心 慢慢 拖
0,今天 真的 好 热
0,陕西省 渭南市 亿景望 湖 快捷酒店
0,御待司 子 曰 便民服务 什么
1,开始 骂娘 咯
1,难过 也 要 把 工资 要 回来
0,很 好笑 还有 别的
0,有赞 必回 求 主动 赞 没 回到 扣
1,人头 不 对 马嘴
1,此刻 感到 很 孤独
1,就 个 垃圾 哦
0,给 我举 几个 水 物理变化 化学变化
1,别 害羞 也 不要 解释 懂 就行了
0,什么 叫 愿意 陪 一起 谈天说地 喔
0,机器人 会 爱 上 别人 不
0,再 好好 想一想
1,那 如何 委屈 接受
1,心里 难受 还 不让 哭
0,带去 吃 好吃
0,亲爱 也好 高兴 认识
1,傻 逼 去死吧
1,你别 听 无情
1,配对 衣草 薄情
1,觉得 这个 群 越来越 没意思
0,爸 李刚 洗洗 更 健康
1,可是 生气 怎么办
0,一个 女朋友 得 男 喜欢 怎么 看
1,沒 一種 很 不 舒服 感覺
0,祝 一天 快乐
0,哥 给 介绍 美女 机器人
1,那 可怜 可怜 吧
0,网上 搜索 讲 好玩 好 吧
1,精灵 脑残 怎么 治
1,神经 哦 什么 回答
1,有时候 都 嫌弃 自己 傻 逼
1,不是 我 不 喜欢 和 你 聊天
1,哦 不 对 机器 妖 唉
0,虎子 嫁给 乐意
0,但 实际 情况
0,大富 价格 比较 合理
0,他 喜欢 秀 明白
0,王子 咖啡 优惠券
1,好 冷 哈哈 那 恐怖 鬼故事 呢
1,哪里 会 轻易 许 太 骄傲
1,发 不 对
1,哦 不好意思 见笑 俺 村里人 木 见过世面
0,想念 一个 人 可是 要 一个月 后 才能 见到 她
0,大连 奶酪 开房 比较 便宜
0,以 跌倒 也 一道 绚丽 风景 为 题写 一篇 作文
0,如果 爱 一个 人 愿意 让给 别人
1,浪荡 帅 不
0,多少 和谐 哟
1,为什么 一次 又 一次 容忍 换来 只是 一次 又 一次 失望 呢
0,搞清楚 唉 谁 依赖
0,可 都 拒绝
0,行 只要 开心
1,机器人 要 孤独
1,恨 一个 人 怎么 做
0,晚哉 大 成人 幼儿 便宜
1,被 无视 后 只能 寻找 师傅 一起
0,关心 一下 能 死
0,京夜 还 欠 一顿 好吃 呢
1,会 害羞 来张 照片 看看
1,菜 不 礼貌 童话
0,改 逍遥 伸入
1,那样 会 跟 无聊
1,怎么 不 容易
0,早已 省 安全 全 个 去
0,买 给 优惠 不小 哥
1,哈哈 现在 可是 抓 着 规律 问 一些 淫秽 问题 都 不会 说
0,只要 赞 必回
1,真 黑 仔要 听 故事
1,八卦 一下 都 不行
0,这么 大 喜欢 叫 姐姐
0,机人 晚上 好
1,明天 麻烦 应该 要 花痴 才 对
1,问 个 脑残 肯定 没用
1,狠心 我发 不 过去
1,珍珠 想 非礼 麽
0,刚 进群 朋友 上 视频 认识一下 给 修 改 马甲 谢谢
0,谢谢 用 尊称 就 该 这样
1,咱们 都 可怜 人 要 相互 安慰
0,金瓶梅 好看 不小 欣 看过 没
0,给 来首 优美 唐诗
1,流泪 不要 说 这句 话
1,看吧 刚才 又 没理
0,星球 地球 喜欢 哪个
0,亲爱 滴 昨晚 我们 聊得 很 开心
1,哪个 城市 不闻不问 家里
0,感觉 也 喜欢 哦
1,对 包子 无语
1,拿 起 不 好看
0,好好 好好 爱好
0,请 小心 谢谢 查 联想
1,不 对 靓女
0,这 就 对 文化 人
1,一个 混蛋 方便 上来 认识 下 嘛
0,小坏 眼泪 廉价 对
1,哦 亲 失恋
1,我刚 听 一首歌 很 悲伤
1,小梦 心情 不好
1,抄 作业 骂人
1,娇气 是不是 尿床
0,那么 美女 做 女朋友 吧
0,哎 来个 好玩
0,说 哪里 好玩 地方
1,大哥 说 他 好烦
1,累 也 不行
1,为什么 总是 学习 学 不好 郁闷
0,狗狗 好玩 吧
1,一天到晚 都 无聊 要死
0,名 侦探 柯南 好看 集数
1,按 他 说 无视 队友 开 剃
0,客气 毛线 都 一家人
1,心情 不好 唱首歌 听 吧
1,再 一个 再个 不好 笑
0,贱婢 才 喜欢 画画 呢
0,叫 紫 月 很 高兴 认识 小
1,爷 手头紧 给钱
0,能 讲个 稍微 好笑 点
0,希望 如此 吧 时间 不早了 晚安 吧 小 真 好
0,其实 只 喜欢 胖子
0,语言 很 文明
0,吃饭 你们 继续 开心
0,实话 告诉 美女
1,你妹 就 忽悠 继续 忽悠 接着 忽悠
0,蓝 喜欢 谁
0,他 去 一个 好玩 群
0,谢 部 开心
1,无聊 收瓶 瓶 走
1,感觉 上 幼稚园
0,谢谢 娟 晚上 回去 登录
1,但 悲剧 还要 上班
1,一个 人好 无聊 陪 聊聊天 吧
0,呵呵 精神 值得 表扬
0,那 天天 在线 什么 奖励
1,那样 太 浪费
0,此刻 什么 连续剧 好看
0,查 所有 功能
1,私聊 机器人 反感
0,儿子 说话 先想 清楚
0,卧槽 劳资 问 句 话 必要 这样
0,喜欢 什么 牌子 套套
1,不 说 姐姐 还要 上课 得 拉
0,中国 强悍 周遍 国家 各个 都 敢 扣 中国 渔船 中国 强大
1,怎么 知道 傻 逼 骂人
1,为了 什么 惹人讨厌
0,通过 总理 谁
0,说 那 短信 可能 晚 一点点
0,和平村 坏坏 给 改 自贡 迈
0,怎么 这么 客气 哦
0,正 因为 喜欢 他 所以 选择 放开 他 给 他 想要 自由
1,但是 他 每次 都 仗 着 对 他 关心 无理取闹
1,怎么 能 涵养 骂人
1,加 就 后悔
1,抱歉 什么 呢
1,无聊 谁 好看 电影 推荐 推荐
0,不错 比 豌豆荚 吧 聪明
1,就 为难 怎么 地 妞 给爷 笑 个
1,装纯 比 卖身 更 可耻 阿
1,集合 考核办法 超级 恐怖 女孩 刹 不能 开具 出口 加快
0,世界 上 最 感动 三句话
0,自行车 按时 地方 工会 就 哭
1,朋友 失恋 我该 怎么 安慰
0,觉得 对 管理 绝对 忠诚
0,怎么 会 不难 不会 学 怎么办
0,事业 上 最 幸福 事 什么
0,观看 关注 天气
0,客气 啥 应该
0,就 这 样子 还 成熟 笑死人
1,见 过 表示 异常
0,现在 依然 单身
1,非 健康 垃圾
0,认识 杜 明朗
0,莫 小康 可真帅
1,如何 挽回 伤心 女友
1,骗 鬼 吧 声音 难听 死
1,一个 极度 令人作呕 人
1,语言 理解能力 好 失败
0,小惜 喜欢 你行 不
0,哈哈大笑 怎么 猜
1,男人 怎么 这么 狠心
0,上海 最 喜欢 哪里
0,那 过来 给 看看 照片 这么 漂亮
0,满足 满足 什么
0,那 脱光 床上 等 拿 着 避孕套
0,全球 好听 音乐榜 前 名
1,得 说 下去 要 生气
0,积极 如意 领
0,才能 得到 满意
1,怎 不 方便
0,爱恋 尸 希望 自己 男孩子 还是 女孩子
0,嫂子 回敬 一个
1,那多 不 舒服
0,呵呵 看样子 还 挺不错 鼓励 一下
0,争取 什么 必要
0,安宁 男 女
1,伤感 时候 干嘛
0,湖南 哪 最 好玩
0,哎 哎 谢谢 晚安
0,玩 很 有意思 嘛
0,赞 被 封 大家 帮忙 赞 一下 解封 必回
1,不 应该 妹妹
0,那 谢谢 不是故意
1,好 非常 好 现在 就 去 死
1,错误 时候 等于
1,不行 竞争 太 激烈 压力 太大
0,现在 什么 手机 好看
1,别学 别用 活到老 学到老 来 做 借口
0,找 一首 歌唱 一下
1,吓 跳 有病
0,华为 官网 白号 死 号 大量 批发 需要 老板 私聊 个 起批
0,谁 喜欢
0,中国 航天员 中心
0,完美 世界 小说 全篇
1,唉 没意思 去 玩 刀 塔 传奇
1,孔子 被 甩 得 更 可怜
0,死 我会 哈哈大笑
1,愤怒 说得来 光辐射 帝国 赛力散 大概
0,但 依然 想
0,就 安静 那
1,小班 不好 带
1,不 聊 很 烦人
0,七叔 恭喜 就 够
0,阿拉丁 香港 台湾人 民主 义务 实在 这个 人民 主义
0,小嘉是 美女 麽
0,说 个 好笑 不是 人
0,这 机器人 还 忙 搞笑 安定
1,我来 帮 排忧解难
0,女孩 说 自己 美女
0,点击 这个 头像 赞 更 精彩
1,我要 看 色情片
1,这个 狗 逼 骗子
1,那 骄傲 哈哈哈
0,喜欢 一个 男孩子 四年
1,明天 就要 期末考 可心 却 还 混乱 中
0,七仔 零件 能 干嘛
1,三本 真的 神经
1,他 说 才 病 呢
0,叫 小 兔崽子 比较 合适
1,谁 帮 设置 城市 为 意大利 足协 啦 病
1,机械 人 要面子
0,花爷 喜爱 游戏
0,深圳 那里 好吃 潮汕 味
0,广州 信誉 最好 旅行社
0,太 好笑 少年
0,跟 说话 好 有趣
0,歌词 穿越 火线 大笑 江湖
1,神经病 一点 也 不好玩
1,女仆 哪里 笨手笨脚
0,看来 还有 希望
0,喜欢 听 怎样 歌
0,嗯 嗯 闷骚 好吃
0,最新 动态 什么
0,世界 上 一般 几个 美女 帅哥
0,如何 哄 女人 开心
1,变 聪明 饿
0,真心 退出 该群
0,守候 这个 坏人 就 知道 聊天 也 不顾 我们
0,秒 能 最 快乐
0,求个 破 安全 高手 红包 私密 菜鸟 勿扰
1,他们 说 发型 不 好看
0,恩 嗯 好 吧 谢谢
1,外国 机器人 鄙视
1,楼上 叫 去 死
0,也 喜欢 吃 草莓
1,机器人 主人 无聊
0,机器人 变 大方 哈哈
1,个 烦恼 能 说
0,那 那么 喜欢 女朋友
0,个 小丑
0,这是 活着 愉悦 品味
0,当心 被 踢
0,小猪 知道 咱弄 谢谢 指导
0,一种 突然 缺乏 安全感
0,只 喜欢 一部分 鱼
0,宁晋 开心 专属 群
1,失恋 原来 她 不 爱
1,好不容易 请来 大神 你别 可憎
1,车票 现在 不好 弄
1,那个 太 小儿科
1,天 这么 蓝 水 这么 清 世界 这么 美好 什么 难过
0,大 小猪 喜欢 吃 香蕉 棒棒
0,哥 好好 聊会
1,哎呀呀 以前 说 去 屎 就 说 不 文明 现在 怎么
1,这种 人真 讨厌
0,给 十万个 为什 可能 都 知道 哦
0,芒果 机器人 喜欢 看 爸爸 去 哪儿
0,那 过生日 时候 也 祝你快乐
1,孤独 浪子 你好
1,世界 虚伪 还是 人 贪婪
1,哦 听 不 对
1,神经病 不 明显
0,真 有意思 他 聊 什么 天 呢
1,看 哭 这么 难听 份 上 给 送 朵花
0,那 就 找个 美女 出来 聊聊天
0,觉得 说话 很 有意思 不过 没 听懂
1,只有 它会 说鬼话
1,看着 爱 人 幸福 就 会 幸福 那 如果 不 幸福 呢
1,呵呵 那 也 会 骗人
0,番禺 微笑 那么 厉害
1,爸爸妈妈 爷爷奶奶 哥哥
0,铭心 喜欢 知道
0,小姑娘 有钱 没
1,那 又 说 悲剧
0,明天 繁华 都 呵呵
1,换 前缀 有病
0,真的 希望 时间 倒流
1,现在 这个 不好玩
0,又 这个 销魂 声音
1,伤心 干 毛线 事
1,惹 好 朋友 生气 怎么办
0,一口 咬掉 牛尾巴 什么 字
1,不服 打残 你 快 认错
0,也 成熟 点好
0,第六感 杰士邦 杜蕾斯 喜欢 哪个
1,那 只能 跟 自己 过不去 人
1,喜欢 人 不要 他 抛弃
0,聪明人 不 需要 我点 透 吧
1,心情 有点 不好 呢
0,愿意 越级 擢升
1,异能 红颜 不仁中 煤 美丽
0,完全 就是 单刷党
1,那个 谁 别发 那些 没用
0,所以 要 弄清楚 女人 喜欢 怎样 高潮
0,首长 唱歌 非常 好听
1,还 小 呢 不当 哥哥
0,查 狼 美女 歌词
1,嗯 嗯 一路顺风 呼呼 师傅 失踪 晕死
0,问问 我素颜 阿姨 同意 不
1,讨厌 这样 傻 逼
1,还 叫 喜欢 不 毛病
0,叫 高 可心 记住 名字
0,小 好 什么 幸福
0,呵呵 为何 要 关注 天气
0,再次 谢谢 帮助
0,爱里 连 真心 都 没有
1,你好 机械 话
1,惊讶 事情 天天 发生
1,跟 对话 真 无聊
0,哪些 好吃 呢
1,好 孤独 没人 爱
1,智能 机器人 小 神经病
0,嗯 嗯 要 感谢
0,伊利 蒙牛 光明 益益 哪 种 牛奶 最好 营养 最高
0,小 蛋黄 最 可爱
0,小 清晰 说 菊花 味道
0,芙蓉 糕 好 美味
1,难得糊涂 得 收敛 点
0,说 赞美 小 欣欣 的话
0,问 下 那个 于浩和冬儿 可能 个 武魂 生出 融合 技不
1,那 就 参加 不 文明 号码
0,这 机器 太强大
0,还 聪明 真 丢人
0,好 不 难过 小 我们 朋友 对 吧
1,神经病 骂 撒
1,我们 说 不过 算你狠
1,你们 这些 愚蠢 人类
0,喜欢 身材 好点 呢
1,别 那多 难受 哈哈
1,一个 低沉 机器人
0,城南 去 高明 车站
1,又 那 麽 不好 又 不 改 能 如何
0,给 起 几个 网名 好听
1,回答 错 我要 投诉
0,谢谢 朋友 花
1,骗子 根本 就 没有
0,囍 伴郎 人生 赞 林子 派对
0,快 人道主义 对话 气氛 今天 事 就 不 吵 出去 查房 点 次
0,妞妞 喜欢 大海
1,垃圾 既然 搞 活动 还 弄 这么 多 规则 生来
1,以为 笨笨 木头 呢 谢谢
1,现在 不 成功 要 怎么 怎么 走
0,谦虚 这 叫 贱
0,大家 继续 玩吧 祝 大家 玩得 开心 去 休息
0,喜欢 合 聊天
0,呵呵 你好 可爱 机器人
1,网络 不好 还是
0,为什么 人家 男朋友 都 那么 帅 那么 有钱
0,你家 老板娘 漂亮
0,正如 悄悄的 来
0,需要 帮助 一下 群友 给 他们 带 去 快乐
1,真的 很 差劲 好
0,中国 最 好吃 什么
1,看 这么 可怜 能 不要
0,赞 蚊子 姐姐
1,干嘛 要 讨厌
0,认识 帅哥美女 没
1,什么 人 不好
0,潇洒 改 马甲 为 新 学员 潇洒
0,怎样 她 喜欢 上倪
1,靠 愚昧 男是 女
0,有心 去 跳
0,除了 喜欢 还 喜欢 其他人
0,大哥 进 便宜 多少 平方米
0,真的 长得 很漂亮
1,它 不好 笑
1,把 心切 成 块 切成 丝 撒点 胡椒粉 炒 炒 吃 吃
0,赞 已 回 沒赞 速赞 一个 有赞 必回
0,放弃 你好 恭喜 现在 上慰 请 自己 改 一下 马甲
1,谢 伤心 四季
0,真 可爱 好好 喜欢 哦
1,凌香 不好玩 都 不理 人
0,估计 羡慕 爬 得 高 可以 包 情人 吧
0,老婆 会 吃醋 不
0,谈恋爱 不用 去 公安局
0,金玉 包着 烂 木头 而已
0,都 说 好几回
1,可怜 孩子 哭 那么 伤心
1,咔咕 好烦 哦
1,歌曲 别 害怕 歌曲
1,吃 猪 猪 吃屎 这个 本来 不 合格 还 吃
0,把 头像 上 美女 吃 吧
0,老实 说 刚才 去 那 啦
0,表妹 喜欢 谁
0,何秋 亿 好听
1,空调 太闷 不好
0,出 问题 讲 鬼故事 死活 不 讲
0,就 喜欢 这个 书记 白白胖胖 脸 我服
1,晚上 休息 不好 怎么办
1,姐姐 无 语
0,很 可能 假
0,想 知道 女生 都 喜欢 什么
0,愿意 搞 所以 开心
0,乘兴 约束 衢县 多谢
0,那 告诉 彭州 什么 小吃 好吃
1,什么样 节奏 摇摆
0,怎么 变得 聪明
1,真 不行 原则 问题
1,机器人 还会 无聊
0,他 问 喜欢 谁
0,机器人 恢复正常 吧
1,好 吧 理解能力 太 差
0,老公 姓达 请 帮 儿子 取个 好听 名字
0,那 可是 一直 喜欢 人 就是 他 一个 人
0,闹 清真 着
0,都 开心 就 不 告诉 老板
0,我要 开心 公寓
0,喜欢 忙碌 感觉
1,想 用 方式 说 这样 太慢
1,那天 心情 不好 给 我会 要 不
1,比一比 义正词严 咖喱
0,祝 今天 开心 快乐
0,月 月 赞
1,真睡 没意思 下次 不 找 玩儿 拜拜
1,行 一会 别人 会 看 得 不耐烦 别 刷屏
1,这个 垃圾 死
0,赞 秒 内 回
1,回答 很 人 失望 哦
0,应该 会 同意
0,换 个别 还 能 干嘛
0,想 看看 什么样 人 喜欢
0,主席 说 喜欢
1,寂寞 空虚 冷 唉
0,这个 群玩 好开心
0,幸福 花 狐狸 多少 点 那里
0,喜欢 大 一手 抓不住 俩手 唔 不 过来
0,想 跟 对象 分 怎么 说好 呢
0,嗯 嗯 我们 一起 哈哈
1,对 这种 人 无 语
0,看 我家 小 怪兽 多 可爱
1,拜拜 不 说
0,依依 能 给 我点 嘛
0,唉 终于 为 刘翔 松 一口气
1,好 讨厌 他 每天 去 玩
0,一个 强悍 机器人
1,说句话 好 咋 这么 没用 呢
1,呃 傻 吧 怎么 会 喜欢
0,可 更 好奇 什么 说实话
0,精灵 路 并且 睡觉
0,美女 上床 怎么样 行 不
0,这 他 妈 就是 比 百度 好用
1,东港 忏悔 惯 约法三章 平调
0,群主 可以 叫 美女 把 衣服 脱
0,美女 哪 叫 啥 名字
1,粗来 凹凸 曼
0,最最 最 主要 那里 麽
0,给 当下 管理员 呗 好 好玩
1,那些 印都 要 万 还要 怨恨
0,哈哈哈 骗 依然 爱
0,躺 着 好 舒服
0,那发 几个 美女 图片 呢
0,高兴 找到 婆娘
0,更 谦虚 啦 表情 得意
1,天平座 天平座 拍拖 合 不 合适
0,看 美女 赶紧 来
0,对付 当 吧 明天 可能 还 改 呢
0,说 找个 老实人 结婚
1,我妈 好 啰嗦
0,可以 上台 美女
1,可是 一笑 就 说 这 敷衍 笑
0,许程 淦 贱 家
0,那 比 幸福 因为 爸爸妈妈 还有 哥哥 嫂子
0,自己 打 飞机 就 舒服
0,目前 市面上 最 受欢迎
0,刷 淘宝 左右 一个 诚信 来 在线 有效
0,介绍 最 喜欢 英语老师 英语 作文
1,无聊 现在 什么 好看
1,果然 忽悠 人
1,丫头 这 第二次 警告 再有 一次 就 会 悲剧
1,哥无语 还有 这样 傻 机器人
0,觉得 爱上你 乐呵呵 他帅
0,喜欢 米 下来
1,好 无聊 感觉 活着 就是 受罪
1,算 不 说 气死我了
0,楼上 很 聪明
1,错 我要 投诉
1,不好意思 那天 没有
0,为什么 很多 人 说 单纯
1,就是 爱草 你妹 才 会 变得 这么 下流
1,此时 想 说 他 比 更 木讷
0,恩 呢 谢谢 也好
0,想念 他们 呵护
0,箐 箐 喜欢 哥
0,汗 有钱 不
1,本来 那药 就 没用 滴
1,日本 人有 什么 缺德
0,问号 怪滋 开心 两个 臭 女人
0,美丽 什么 一共 阿黛尔 歌曲
0,免 踢 快乐 不是 上班
0,现在 凌晨 点 看 天气 必要
1,真的 很 讨厌 他
1,他 不 正常 訴 無盡 思念
1,最近 有人 欺负 心里 好 难过
0,聪明人 能 思考 无 脑袋 生物
0,按时 大哈 时间 的话 开始
0,现在 王子 这边 单子 谢谢 再
1,就 怀疑 怎么 生气 嘛
0,熟悉 玩 鸡鸡 人
1,白白 表情 鄙视
